posicao: 733.6526            posicao x: 142.99905            posicao y: 719.5814


sustentacao: 0.095997766            sustentacao x: 0.0            sustentacao y: -0.095997766
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.7825            posicao x: 143.99875            posicao y: 719.51447


sustentacao: 0.096065186            sustentacao x: 0.0            sustentacao y: -0.096065186
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.725            posicao x: 143.99843            posicao y: 719.45593


sustentacao: 0.096114375            sustentacao x: 0.0            sustentacao y: -0.096114375
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.6714            posicao x: 143.9981            posicao y: 719.4013


sustentacao: 0.09617328            sustentacao x: 0.0            sustentacao y: -0.09617328
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.62146            posicao x: 143.99776            posicao y: 719.35046


sustentacao: 0.09624257            sustentacao x: 0.0            sustentacao y: -0.09624257
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.57526            posicao x: 143.9974            posicao y: 719.3034


sustentacao: 0.09632018            sustentacao x: 0.0            sustentacao y: -0.09632018
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.53265            posicao x: 143.99709            posicao y: 719.26


sustentacao: 0.096413456            sustentacao x: 0.0            sustentacao y: -0.096413456
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.4936            posicao x: 143.99677            posicao y: 719.2202


sustentacao: 0.09650862            sustentacao x: 0.0            sustentacao y: -0.09650862
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.4579            posicao x: 143.99646            posicao y: 719.1839


sustentacao: 0.096620314            sustentacao x: 0.0            sustentacao y: -0.096620314
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.4255            posicao x: 143.99617            posicao y: 719.15094


sustentacao: 0.09672933            sustentacao x: 0.0            sustentacao y: -0.09672933
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.39636            posicao x: 143.9959            posicao y: 719.1213


sustentacao: 0.096834674            sustentacao x: 0.0            sustentacao y: -0.096834674
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.37036            posicao x: 143.99564            posicao y: 719.0948


sustentacao: 0.09693815            sustentacao x: 0.0            sustentacao y: -0.09693815
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.3473            posicao x: 143.99542            posicao y: 719.07135


sustentacao: 0.097029366            sustentacao x: 0.0            sustentacao y: -0.097029366
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.32715            posicao x: 143.99521            posicao y: 719.05084


sustentacao: 0.09712067            sustentacao x: 0.0            sustentacao y: -0.09712067
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.30994            posicao x: 143.99503            posicao y: 719.03326


sustentacao: 0.097194955            sustentacao x: 0.0            sustentacao y: -0.097194955
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.4821            posicao x: 144.99481            posicao y: 719.008


sustentacao: 0.09725726            sustentacao x: 0.0            sustentacao y: -0.09725726
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.658            posicao x: 145.99463            posicao y: 718.98517


sustentacao: 0.097322784            sustentacao x: 0.0            sustentacao y: -0.097322784
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 733.8377            posicao x: 146.99448            posicao y: 718.9648


sustentacao: 0.097388856            sustentacao x: 0.0            sustentacao y: -0.097388856
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 734.021            posicao x: 147.99434            posicao y: 718.9468


sustentacao: 0.09746435            sustentacao x: 0.0            sustentacao y: -0.09746435
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 734.2079            posicao x: 148.99423            posicao y: 718.93115


sustentacao: 0.097536236            sustentacao x: 0.0            sustentacao y: -0.097536236
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 734.3985            posicao x: 149.99414            posicao y: 718.9179


sustentacao: 0.09760664            sustentacao x: 0.0            sustentacao y: -0.09760664
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 734.5928            posicao x: 150.99408            posicao y: 718.90704


sustentacao: 0.09767376            sustentacao x: 0.0            sustentacao y: -0.09767376
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 734.7906            posicao x: 151.99405            posicao y: 718.89844


sustentacao: 0.09773299            sustentacao x: 0.0            sustentacao y: -0.09773299
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 734.99194            posicao x: 152.99405            posicao y: 718.89215


sustentacao: 0.09778906            sustentacao x: 0.0            sustentacao y: -0.09778906
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 735.19684            posicao x: 153.99405            posicao y: 718.8882


sustentacao: 0.097833104            sustentacao x: 0.0            sustentacao y: -0.097833104
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 735.40533            posicao x: 154.9941            posicao y: 718.88654


sustentacao: 0.097865954            sustentacao x: 0.0            sustentacao y: -0.097865954
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 735.6174            posicao x: 155.99416            posicao y: 718.88715


sustentacao: 0.09788637            sustentacao x: 0.0            sustentacao y: -0.09788637
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 735.83295            posicao x: 156.99423            posicao y: 718.8901


sustentacao: 0.09789354            sustentacao x: 0.0            sustentacao y: -0.09789354
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 736.05225            posicao x: 157.99435            posicao y: 718.89545


sustentacao: 0.09789029            sustentacao x: 0.0            sustentacao y: -0.09789029
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 736.275            posicao x: 158.99448            posicao y: 718.90314


sustentacao: 0.09788099            sustentacao x: 0.0            sustentacao y: -0.09788099
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 736.5016            posicao x: 159.99463            posicao y: 718.91327


sustentacao: 0.097862154            sustentacao x: 0.0            sustentacao y: -0.097862154
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 736.7319            posicao x: 160.99481            posicao y: 718.92596


sustentacao: 0.0978395            sustentacao x: 0.0            sustentacao y: -0.0978395
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 736.966            posicao x: 161.995            posicao y: 718.9412


sustentacao: 0.09780891            sustentacao x: 0.0            sustentacao y: -0.09780891
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 737.20386            posicao x: 162.99521            posicao y: 718.95905


sustentacao: 0.097769886            sustentacao x: 0.0            sustentacao y: -0.097769886
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 737.4458            posicao x: 163.99544            posicao y: 718.9797


sustentacao: 0.09772743            sustentacao x: 0.0            sustentacao y: -0.09772743
peso: 0.1            peso x: 0.0            peso y: 0.1
arrasto: 0.0            arrasto x: 0.0            arrasto y: 0.0
posicao: 737.69165            posicao x: 164.99568            posicao y: 719.00305


